dataset,split_type,mAP50_95,experiment,train_datasets
20240905_u87-adhered_10x_caged_4_class,test_ds,0.528,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240924_enteric-glia-adhered_10x_uncaged_4_class,test_ds,0.691,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20241212_preadipocytes-adhered_10x_uncaged_4_class,test_ds,0.363,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,test_ds,0.431,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,test_ds,0.5,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250305_neuron-adhered_10x_uncaged_4_class,test_ds,0.499,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,test_ds,0.531,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250917_moc22-adhered_10x_caged_4_class,test_ds,0.543,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,test_ds,0.727,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
231212_imr90_multichannel_overlay_4_class,test_ds,0.778,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
240213_imr90_multichannel_overlay_4_class,test_ds,0.571,lora_0.01_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240516_DC-adhered_10x_caged_4_class,train_ds,0.707,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,train_ds,0.553,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240703_neuron-adhered_10x_caged_4_class,train_ds,0.625,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,train_ds,0.725,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
231212_imr90_multichannel_overlay_4_class,train_ds,0.775,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,train_ds,0.501,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240624_mc38_10x_uncaged_4_class,train_ds,0.717,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,train_ds,0.696,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,train_ds,0.476,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,test_ds,0.553,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,test_ds,0.696,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240509_hela-adhered_10x_caged_4_class,test_ds,0.552,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240515_DC-adhered_10x_caged_4_class,test_ds,0.689,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240516_DC-adhered_10x_caged_4_class,test_ds,0.707,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240624_mc38_10x_caged_4_class,test_ds,0.571,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240624_mc38_10x_uncaged_4_class,test_ds,0.717,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240625_mc38_10x_caged_4_class,test_ds,0.577,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240703_neuron-adhered_10x_caged_4_class,test_ds,0.625,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240704_neuron-adhered_10x_caged_4_class,test_ds,0.605,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240905_u87-adhered_10x_caged_4_class,test_ds,0.52,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240924_enteric-glia-adhered_10x_uncaged_4_class,test_ds,0.658,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20241212_preadipocytes-adhered_10x_uncaged_4_class,test_ds,0.358,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,test_ds,0.476,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,test_ds,0.501,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250305_neuron-adhered_10x_uncaged_4_class,test_ds,0.461,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,test_ds,0.525,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250917_moc22-adhered_10x_caged_4_class,test_ds,0.531,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,test_ds,0.725,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
231212_imr90_multichannel_overlay_4_class,test_ds,0.775,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
240213_imr90_multichannel_overlay_4_class,test_ds,0.542,lora_0.05_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240516_DC-adhered_10x_caged_4_class,train_ds,0.706,lora_0.1_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
